language,metric,real_value,random_mean,random_std,z_score
persian,projective_random:avg_efficiency_ratio,2.7133475010024815,3.083726117233466,0.139286808909649,-2.6591076292891276
persian,simplified:avg_dependency_length,5.6043777867855695,5.180168776371308,0.0,
persian,simplified:avg_complexity,5.257348473889772,5.045426407102712,0.0,
persian,simplified:avg_arity,0.6915955446260669,0.6413618962287204,0.0,
persian,simplified:avg_subtree_size,3.153768262693476,2.857538486600961,0.0,
persian,simplified:avg_depth,5.383552726746709,5.423719149629388,0.0,
persian,simplified:avg_efficiency_ratio,2.7133475010024815,2.9562062829583384,0.0,
tamil,fully_random:avg_dependency_length,3.4877862595419846,6.696690820502304,0.0751455663180228,-42.70251351064341
tamil,fully_random:avg_complexity,4.5103086014445175,6.158958204554214,0.0304315734884699,-54.17562794557258
tamil,fully_random:avg_arity,0.6075727730356753,0.8792738767417543,0.0045426623770514,-59.810983329656366
tamil,fully_random:avg_subtree_size,2.6134821623987743,5.038144078010235,0.0368213516327532,-65.84934577617942
tamil,fully_random:avg_depth,4.492449113591595,4.306932711505513,0.015514023719081,11.95798107862322
tamil,fully_random:avg_efficiency_ratio,2.25539405285906,2.829857101931013,0.0630271383948837,-9.114534844859548
tamil,grammar_constrained:avg_dependency_length,3.4877862595419846,4.541226316403087,0.033062231408031,-31.86233995704275
tamil,grammar_constrained:avg_complexity,4.5103086014445175,5.017971093577214,0.0155420214061859,-32.66386519906848
tamil,grammar_constrained:avg_arity,0.6075727730356753,0.6943683236378178,0.0022501729872569,-38.57283466368103
tamil,grammar_constrained:avg_subtree_size,2.6134821623987743,2.9493510218663945,0.0269026282932172,-12.48461138469136
tamil,grammar_constrained:avg_depth,4.492449113591595,5.048639869210937,0.0229412365244578,-24.244148959729458
tamil,grammar_constrained:avg_efficiency_ratio,2.25539405285906,2.4720349737249037,0.0361722433014289,-5.989148061969523
tamil,projective_random:avg_dependency_length,3.4877862595419846,4.945757647963546,0.0289700235866076,-50.32689683744539
tamil,projective_random:avg_complexity,4.5103086014445175,5.268168414233876,0.0365136884242107,-20.75549870461325
tamil,projective_random:avg_arity,0.6075727730356753,0.7167299553264682,0.0020164587855943,-54.13310853195501
tamil,projective_random:avg_subtree_size,2.6134821623987743,2.9679752003367867,0.0299801594178218,-11.824254601104036
tamil,projective_random:avg_depth,4.492449113591595,5.583766899385345,0.0424322708173862,-25.719052145250544
tamil,projective_random:avg_efficiency_ratio,2.25539405285906,2.3280937893169145,0.0365954384087345,-1.9865791918072064
tamil,simplified:avg_dependency_length,3.4877862595419846,2.590945194598888,0.0,
tamil,simplified:avg_complexity,4.5103086014445175,3.806928264868179,0.0,
tamil,simplified:avg_arity,0.6075727730356753,0.4460453709380748,0.0,
tamil,simplified:avg_subtree_size,2.6134821623987743,1.854996934396076,0.0,
tamil,simplified:avg_depth,4.492449113591595,4.284794604537094,0.0,
tamil,simplified:avg_efficiency_ratio,2.25539405285906,1.693615234733474,0.0,
telugu,fully_random:avg_dependency_length,1.7073170731707317,1.7471524570388333,0.0206726368346266,-1.9269619152491129
telugu,fully_random:avg_complexity,2.1797959183673465,2.7239980907916146,0.0161724414604076,-33.64997015178878
telugu,fully_random:avg_arity,0.2489795918367346,0.5100111618240032,0.0072970537263753,-35.77218693673118
telugu,fully_random:avg_subtree_size,1.316326530612245,1.8603820323783335,0.0260124115289235,-20.915227377559628
telugu,fully_random:avg_depth,1.4857142857142858,1.3864323088062562,0.0163787508979645,6.061632997933164
telugu,fully_random:avg_efficiency_ratio,1.1159027017072498,1.040629092228943,0.0205049551094336,3.670996062979725
telugu,grammar_constrained:avg_dependency_length,1.7073170731707317,1.7471999856868277,0.0414992187430874,-0.9610521287883124
telugu,grammar_constrained:avg_complexity,2.1797959183673465,2.1967751409102845,0.0508772311456719,-0.333729296201732
telugu,grammar_constrained:avg_arity,0.2489795918367346,0.2679133338457138,0.0204136313774027,-0.9275048451172792
telugu,grammar_constrained:avg_subtree_size,1.316326530612245,1.3295889087512915,0.0307346819884175,-0.4315118062404091
telugu,grammar_constrained:avg_depth,1.4857142857142858,1.4988814852179777,0.0279153620338526,-0.4716829209567124
